Titre,Lien,Description,Tags,Date,Nom_de_la_chaine,Nombre_de_like,Nombre_de_vue;;;;;;
"Recyclage, design et métier d&#39;art - Rencontres des Gobelins 2022,https://www.youtube.com/watch?v=ZwtWqin457s,""Intervenants :  Mélanie Fourcy (Les Canaux, Paris) - Sublimer les matières rebuts grâce aux métiers d'art : retour d'expérience de l'association Les Canaux Valérie Accary, Sandrine Couroyer (Les MétamorFoses) - Les MétamorFoses : sublimer les imperfections par l'upcycling artistique Antonin Mongin (designer, docteur en design textile) - L'Artisanat d'art du cheveu coupé. Réveil d'une pratique oubliée valorisant les chutes capillaires  2. Savoir-faire, design, et développement durable. Une rencontre Slow Made en partenariat avec la Fondation Banque Populaire  11 octobre 2022 http://www.mobiliernational.culture.gouv.fr/fr/expositions-et-evenements/debats-et-conferences/saison-20222023"",,2022-10-20,""Mobilier national"",3,72";;;;;;
"Séminaire Hommage à Anne-Laure Bonvalot: sentir-penser des mondes en relation,https://www.youtube.com/watch?v=FJ1hOHbhuPY,""20 octobre 2022 Université Paul-Valéry Montpellier Unité ReSO Recherches sur les Suds et les Orients 0:00 Introduction 7:30 Florence Even 10:40 Jean-François Carcelen 32:38 Nathalie Sagnes-Alem 55:23 Angela Biancofiore 1:23:40 Bénédicte Meillon 2:00:24 Alfons Cervera 2:20:40 Maria Blanco"",,2022-10-21,""Théories et pratiques du Care"",4,92";;;;;;
"Actualis, le podcast  S3 E21 :  Isolation, Linguistique et Oligarques russes,https://www.youtube.com/watch?v=fZ8qewmxRPA,""Pour ce vingt-et-unième numéro de la saison 3 d'Actualis vous retrouvez autour de la table Baptiste, Aurore, Philippine, Pauline et Audrey ainsi que Edouard à la présentation.  🟣 Au programme :  - La chronique de Baptiste : La chasse aux passoires thermiques  - L’interview par Philippine:  Langage et Immigration, rencontre avec Océane Foubert, linguiste doctorante et lectrice en linguistique anglaise à l'Université de Lille - La chronique d’Aurore: Traque des oligarques russes sur Internet  - Le Maxi Quizz présenté par Baptiste  🟣 Time line :   00:00 : début  01:17 : La chronique de Baptiste 11:02 : L’interview par Philippine 19:25: La chronique d’Aurore 26:09 : Maxiquizz  🟣 Pour plus de quizz et d'information, suivez-nous sur nos réseaux :   - Facebook: https://www.facebook.com/ActualisPodcast - Instagram : https://www.instagram.com/actualis.podcast - Twitter : https://twitter.com/Actualis_ -Podcast Spotify : https://open.spotify.com/show/79fITSNUJvuUmtH9G0Mfb8?si=vqvk3KxxQuSN13cFqUDxow  Montage: Pauline Moyer"",,2022-03-31,Actualis,0,35";;;;;;
"ABC paris : Rencontre littéraire et échanges avec Fanny Colonna (Lundi 3 décembre 2012),https://www.youtube.com/watch?v=OvcNNl0nkcc,""Lundi 3 décembre 2012  Au cours de """"La semaine Chaouis"""" organisée par  l'ACB, Fanny Colonna présente son livre « Le meunier, les moines et le bandit » (Sindbad -- Actes Sud). Récits - La Vie quotidienne dans les Aurès (Algérie) au tournant du XXe siècle.  Avec l'intervention de Zalani Azzedine  Source : ACBparis"",""chaoui cawi shawi chawiya Algérie Algeria Batna Khenchela Oum_el_bouaghi Ain_beida Ain_fakroun Sétif el_eulma bir_el_arch bellaa guelma souk_ahrass annaba skikda constantine khroub taref tebessa chrea zoui tkoukt arris maghreb tunis maroc libye aurès tarifit khenchela fanny_colonna Fanny_Colonna"",2019-03-12,""Vidéo chaoui"",7,533";;;;;;
"JE PARS À L&#39;ARMÉE !!,https://www.youtube.com/watch?v=u-v07taMbIQ,""Je deviens militaire dans l'armée de terre!  Clique ici pour t'abonner ► http://bit.ly/1qAbjhL & rejoins la TeamShape ! Mes vêtements ► http://bit.ly/1wXqeD7  Mes programmes ►http://bit.ly/2iWtdz9 Ma salle de sport ►http://bit.ly/2jaOdSO  Pour tout savoir sur les métiers de l’armée de Terre : =https://ad.doubleclick.net/ddm/trackclk/N3021.2108124YOUTUBEFR/B20556450.229207536";dc_trk_aid=427066862;dc_trk_cid=106021865;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;"tfua  Tout savoir sur le CFIM : https://www.youtube.com/watch?v=YwQehQKbnoc&t=3s  Facebook : @armeedeterrerecrute Twitter : @RecrutemenTerre  Instagram : armeedeterrerecrute  Réduction MyProtein ► https://goo.gl/28Zr8A code """"TIBO""""  HARCÈLE-MOI sur :  TWITTER : http://bit.ly/1o88uUV INSTAGRAM : http://bit.ly/1Q4RInr (tiboinshape) SNAPCHAT : tiboinshape MUSICAL.LY : tiboinshape FACEBOOK : http://on.fb.me/1EcbKme SPOTIFY : Tibo InShape - Motivation (playlist)  Mon adresse postale :  """"Tibo Inshape CS 52072 81012 ALBI CEDEX""""  Mon e-mail (business uniquement) ► tiboinshapevideo@gmail.com  Si vous lisez cette phrase écrivez « DAAMN » en commentaire !"",""tibo_inshape teamshape militaire_tibo"",2018-09-13,""Tibo InShape"",483488,8908264"
"52 minutes pour comprendre l&#39;hôpital psychiatrique de Bingerville.,https://www.youtube.com/watch?v=CQW2qQmshGc,""Bienvenue sur la chaîne officielle Youtube du Groupe RTI .   Retrouvez ici tous les  programmes de la RTI 1, de RTI 2 et de Radio Côte d'Ivoire  en Replay. http://www.rti.ci https://www.facebook.com/RTIGROUPE https://twitter.com/RTIOfficiel"",""RTI_2 GROUPE_RTI CÔTE_D'IVOIRE ABIDJAN DIRECT BINGERVILLE ELIANE_ERVO"",2020-02-21,""RTI Officiel"",185,16923";;;;;;
"Pour en finir avec les douleurs chroniques - 36.9°,https://www.youtube.com/watch?v=IZo78BZL_zQ,""Pour en finir avec les douleurs chroniques - 36.9°  Tous les reportages de 36.9°: https://youtube.com/RTSsanté  La peur d'avoir mal ainsi que la douleur peuvent durablement s'inscrire dans notre cerveau. Des découvertes en orthopédie et de nouvelles approches dans le domaine de l'antalgie permettront d'aider des personnes victimes de pathologies très diverses.  On observe qu’après une chirurgie orthopédique, certaines personnes reprennent leurs activités et même le sport exactement comme avant. D’autres en revanche ne récupèrent pas bien alors même que le bilan clinique est normal. Une sorte d’appréhension s’installe et ils ne parviennent pas à refaire les gestes d’avant. Pourquoi ? La réponse est logée dans notre cerveau.  Une équipe de chercheurs genevois a conduit une recherche totalement inédite dans ce domaine. Françoise Ducret et  Ventura Samarra les ont rencontrés. Qu’il s’agisse de douleurs neuropathiques ou fibromyalgiques, il s’agit là aussi d’aller explorer les circuits de la douleur, de la mémoire et des émotions qui sont intimement liés dans notre cerveau. Là aussi, il s’agit de le rééduquer ! Cette enquête passionnante nous éclaire sur l’efficacité des nouveaux outils thérapeutiques.  Extrait de 36.9°, une émission de la Radio Télévision Suisse, du 4 novembre 2015  Retrouvez 36.9°:  Youtube: https://youtube.com/RTSsanté Site: http://rts.ch/sante Facebook: https://facebook.com/RTS369 #RTSsanté  Retrouvez la Radio Télévision Suisse: Youtube: https://youtube.com/RTS Site: http://rts.ch"",""anti-douleurs douleur antalgie émotions rééducation thérapeutique soigner soins médicaments cerveau neurologie antalgique peur réadaptation RTS_Santé 36-9 36.9 Suisse"",2017-07-19,36.9,243,23263";;;;;;
"[AVS] &quot;Comment j’ai perdu 50 kilos ?&quot; avec Coumba Davy,https://www.youtube.com/watch?v=VSSQ3s2j-wM,""Pour retrouver, Coumba Davy (art thérapeute et danse thérapeute), fondateur de Human Dance Life : http://www.coumbadavy.com/  Abonne-toi à la chaîne Beur FM  http://bit.ly/2tLLJOP  Site  http://beurfm.net/ Facebook  https://www.facebook.com/BeurFMOfficiel/  Twitter  https://twitter.com/beurfm  Instagram  https://www.instagram.com/beurfm_officiel/  Snapchat  beurfm"",""Coumba_Davy Danse Art_thérapie Perte_de_poids Maigrir Mincir Perte_de_50_kg Poids Régime Radio Live Beur_FM Sport Obésité Human Méditation"",2019-01-11,""Beur FM"",42,1975";;;;;;
"Penser des mondes en relation : Hommage à Anne-Laure Bonvalot,https://www.youtube.com/watch?v=N7CXzHOd6tk,""L'unité de recherche ReSO organise un séminaire en hommage à Anne-Laure Bonvalot, maîtresse de conférences en Études hispaniques, qui  nous a quittés le 10 janvier 2022 à l'âge de 38 ans à cause d'une grave maladie. Elle était membre de ReSO et du GIS Théories et pratiques du care. pour revoir le séminaire voici le lien  https://youtu.be/FJ1hOHbhuPY    Jeudi 20 octobre 2022 de 14h30 à 18h  salle 003-Caryatides à St Charles 2 Université Paul-Valéry, Montpellier  Le séminaire présente différents aspects des activités scientifiques, littéraires et politiques de Anne-Laure Bonvalot: son travail de critique littéraire,  de traductrice et d'enseignante, son engagement pour le développement de l'écopoétique des Suds, son militantisme.  Programme: Jeudi 20 octobre 2022 (de 14h30 à 18 h) Site Saint Charles 2, Salle des Caryatides (003) et distanciel    Jean-François Carcelén Professeur Émérite de Littérature espagnole contemporaine (ILCEA4, Université Grenoble-Alpes) Anne-Laure Bonvalot : « Formes nouvelles de l’engagement dans le roman espagnol actuel »  Nathalie Sagnes -Alem Professeure de Littérature espagnole contemporaine (ReSO, Université Paul Valéry-Montpellier 3) Anne-Laure Bonvalot : une recherche écoféministe et décoloniale « La bâtarde : fable intersectionnelle, conte initiatique et roman anthropologique. Le point de vie d’une enfant grandie sur les formes de la domination ordinaire » (texte d’Anne-Laure Bonvalot)  Angela Biancofiore Professeure en Études italiennes (ReSO, Université Paul Valéry-Montpelllier) Anne-Laure Bonvalot : faire résonner les voix du Sud Global, vers une écopoétique du plurivers  Bénédicte Meillon Maîtresse de Conférences Habilitée à Diriger des Recherches en Études anglophones (CRESEM, Université de Perpignan Via Domitia) Échos poétiques de la forêt dans Enfance d'un chamane, d'Anne Sibran : quelques pistes pour se mettre au diapason des peuples premiers et de la terre  Alfons Cervera, Écrivain et journaliste Si callas, todavía te oyes tú  Maria Blanco Présidente de l’Association Teriya-Solidarité Présentation du projet “Fonds Anne-Laure Bonvalot de la bibliothèque hispanique de l’université Houphouët Boigny d’Abidjan”   Intervention de Jérôme Cantié (Département Cinéma, Audiovisuel, Nouveaux médias) et Ahmad Joumblat (Studio Numérique - Centre de Ressources Multimédia, Audiovisuel et Data), Université Paul Valéry Montpellier 3"",,2022-10-21,""Théories et pratiques du Care"",6,328";;;;;;
"Rencontre intergénérationnelle autour du travail social,https://www.youtube.com/watch?v=X5t03Juf2gg,""Rencontre intergénérationnelle autour du travail social et de l’expérience historique du Département parallèle de travail social (1969-1972) à l’UdeS"",,2022-10-19,""AGORA UdeS"",5,108";;;;;;
"Dans l&#39;enfer des prisons japonaises,https://www.youtube.com/watch?v=z5PgbnqQimA,""Enquête sur le système carcéral japonais et ses règles particulièrement strictes, et rencontre avec un ancien détenu. Fin 2018, la détention de Carlos Ghosn a fait connaître au grand public les conditions de vie dans les prisons nippones. Sont-elles l'enfer que décrit son épouse ? A Tokyo, les journalistes ont rencontré Isanori, un ancien détenu aujourd'hui libre de parler. Il le fait de façon anonyme, car peu de gens au Japon osent critiquer le système carcéral. Pour avoir monté une arnaque, Isanori a découvert à 23 ans un univers où la moindre action est réglementée, minute par minute : manger, boire, aller aux toilettes, dans quelle position dormir, regarder par la fenêtre… Même s'essuyer le visage avec une serviette l'été nécessite une permission spéciale. Lors des déplacements en groupe, les gardes imposent une façon de marcher militaire : bras tendu, main à hauteur d'épaule – même les doigts ne doivent pas être pliés. """"Ils veulent que votre corps lui-même ait appris les règles, pense Isanori. Si vous n'êtes pas capable de suivre des règles aussi simples, ça veut dire que vous n'êtes pas prêt à réintégrer la société."""" Une société japonaise très codifiée, où les valeurs du groupe priment sur la liberté de chacun.   00:00 Le système des prisons japonaises  2:17 Prison de Yamaguchi 5:24 À la cantine, le repas dure 13 minutes 7:30  À 23 ans il découvre la prison 9:11 Le cas Carlos Ghosn 14:08 Il a vécu le cauchemar des garde à vue japonaises 18:55 Le sort des anciens prisonniers 21:40 Un système dur mais efficace 23:28 Iwao Hakamada, le prisonnier qui a attendu 48 ans son exécution  © BABEL DOC-BABEL PRESS Réalisateur : Constantin Simon  Suivez nous sur les réseaux : Facebook : https://www.facebook.com/InvestigationsEnquetes"",""reportage documentaire japon prison carlos_ghosn détenu carcéral enquete témoignage Yamaguchi"",2022-01-28,""Investigations et Enquêtes"",50348,5745394";;;;;;
"Enquête | Mystère à La Havane,https://www.youtube.com/watch?v=qd_1rFInvLk,""Reportage du 19 septembre 2019   Depuis la fin 2016 et jusqu’en 2019, des symptômes étranges sont apparus chez des diplomates américain et canadiens en poste à Cuba. L’affaire a engendré une crise diplomatique lorsque l’hypothèse de mystérieuses « attaques acoustiques » a été évoquée pour tenter d’expliquer ce qui s’était passé. Un nouveau climat de Guerre Froide s’est installé dans les relations américano-cubaines. Des enquêtes policières et scientifiques et médicales ont été conduites par des Cubains, des Américains et des Canadiens. Le mystère demeure. Cuba a donné à notre équipe un accès exceptionnel à ses enquêteurs, ceux-ci revisitant avec nous le théâtre des événements. Des documents obtenus au Canada comme à l’étranger permettent de lever en partie le voile sur cette affaire.  Journaliste : Luc Chartrand  Réalisateur : Martin Movilla Monteurs : Charles Bergeron, Philippe Duong, Bernard Lapointe Caméramans de Montréal : Karl Boulanger, Jean-Pierre Gandin, Laurent Racine Caméramans de Cuba : Daniel Chile,  Roberto Chile, Danny Gosselin Preneurs de son : Diane Gaudreau,Sylvain Renzo, Martin R. Thibault"",,2019-09-20,""Radio-Canada Info"",,341414";;;;;;
"Leçon inaugurale: La science des matériaux du matériau de rencontre au matériau sur mesure,https://www.youtube.com/watch?v=UpKPCyUFeK4,,,2014-10-13,""Cemam Communication"",19,4795";;;;;;
"#2 JUSTICE CITOYENNE - Regard croisé : les mesures de contention et d&#39;isolement en psychiatrie,https://www.youtube.com/watch?v=8-5SKKxnrTI,""️ #2 JUSTICE CITOYENNE - Regard croisé - LIVE ";;;;;;
 ;;;;;;
"  Thème de l'émission : """"Les mesures de contention et d'isolement en psychiatrie.""""";;;;;;
 ;;;;;;
  Intro' : ;;;;;;
 ;;;;;;
 Depuis 2016 le législateur a cherché à encadrer les mesures d'isolement et de contentieux infligées aux personnes hospitalisées sous contrainte. Suite à une décision du Conseil Constitutionnel en juillet 2020 cet encadrement législatif a du évoluer.;;;;;;
 ;;;;;;
 Les avocats ont dorénavant un rôle plus important dans le contrôle de ces mesures.;;;;;;
 ;;;;;;
 L'objectif est de les contrôler afin d'éviter un abus.;;;;;;
 ;;;;;;
 Le législateur essaye de trouver un juste milieu entre le domaine médical, lequel doit pouvoir soigner, parfois sans le consentement de la personne, et le domaine juridique qui doit s'assurer que ces mesures restrictives de liberté sont proportionnées.;;;;;;
 ;;;;;;
 Tous les lundis à 20h retrouvez notre émission JUSTICE CITOYENNE.;;;;;;
 ;;;;;;
 Avec :;;;;;;
  Maître David GUYON, avocat au barreau de Montpellier;;;;;;
  animé par Pierrick THEVENON, collectif Libertad;;;;;;
 ;;;;;;
 Liens de diffusion :;;;;;;
  David GUYON avocat - YouTube : https://www.youtube.com/watch?v=8-5SKKxnrTI;;;;;;
"  Libertad - YouTube : https://www.youtube.com/watch?v=hRVK6gbTgNU"",,2022-10-25,""David GUYON"",229,1304";;;;;;
"Kate Middleton et le Prince William  : Une Love Story Royale - Documentaire COMPLET en Français,https://www.youtube.com/watch?v=IpmHiCc3yWk,""L'histoire vraie de la rencontre et du coup de foudre en Kate et William...   Les Films à VOIR ?  Ils sont ICI ► https://www.youtube.com/playlist?list=PL843D2ED8D80FA673  Kate Middleton et le Prince William  : Une Love Story Royale  © 2018 - Factoris Films  Comédies familiales, films d'action, d'animation ou de super-héro, de science fiction ou d'humour, films français ou blockbusters américains... Il y en a pour tous les goûts !   Abonnez-vous dès maintenant pour ne pas rater la bande annonce en français VF ou le trailer VOST / VOSTFR  du moment ainsi l'extrait vidéo ou scène des films prochainement au cinéma.  Filmsactu : un point complet sur l'actualité du grand écran et les nouveautés DVD & Blu-Ray !"",""film cinema kate_middleton prince_william william documentaire reportage histoire vraie complet"",2017-12-17,FilmsActu,1321,244687";;;;;;
"L&#39;Anthropocène et nous - Rencontre avec Bruno Latour et Yannick Jadot,https://www.youtube.com/watch?v=0SbIUQvO4oM,""Découvrez une rencontre exceptionnelle sur l’Anthropocène en présence de Bruno Latour, Yannick Jadot, François Gemenne, Aleksandar Rankovic, et Madame Jane Goodall (par message vidéo). Modération : Anne-Cécile Bras, journaliste environnement, RFI. Cette rencontre a lieu à l’occasion de la publication de l’Atlas de l’Anthropocène (Presses de Sciences Po) de François Gemenne, Aleksandar Rankovic et l’Atelier de Cartographie de Sciences Po. En savoir plus.  Sciences Po est une université de recherche internationale, sélective, ouverte sur le monde, qui se place parmi les meilleures en sciences humaines et sociales. Cliquez pour en savoir plus sur nos formations : http://bit.ly/2hz6Kr0  Comment se porter candidat ou candidate à Sciences Po ? http://bit.ly/2JlAxAD  ---- Suivez-nous sur les réseaux sociaux ! ----  Youtube : https://www.youtube.com/channel/UCjaC... Facebook : https://www.facebook.com/SciencesPo/ Twitter : https://twitter.com/sciencespo Instagram : https://www.instagram.com/sciencespo/ Snapchat : https://www.snapchat.com/add/sciencespo LinkedIn : https://www.linkedin.com/school/20365... Groupe Facebook officiel : https://www.facebook.com/groups/scien...  Notre newsletter : http://bit.ly/2mCuojD Notre chaîne de livestream : https://livestream.com/sciencespo Application Sciences Po sur Google Play  : https://bit.ly/2O36oF9 Application Sciences Po sur l’App Store : https://apple.co/2L9lE5a"",,2019-09-04,""Sciences Po"",,13144";;;;;;
"Séminaire Hommage à Anne-Laure Bonvalot: sentir-penser des mondes en relation,https://www.youtube.com/watch?v=FJ1hOHbhuPY,""20 octobre 2022 Université Paul-Valéry Montpellier Unité ReSO Recherches sur les Suds et les Orients 0:00 Introduction 7:30 Florence Even 10:40 Jean-François Carcelen 32:38 Nathalie Sagnes-Alem 55:23 Angela Biancofiore 1:23:40 Bénédicte Meillon 2:00:24 Alfons Cervera 2:20:40 Maria Blanco"",,2022-10-21,""Théories et pratiques du Care"",4,92";;;;;;
"Coronavirus : dès le 12 mars, fini l’isolement pour les cas contacts au Québec,https://www.youtube.com/watch?v=ljkkNqcBsbw,""Le directeur national de santé publique par intérim, le Dr Luc Boileau, a annoncé en conférence de presse jeudi que de nouveaux assouplissements entreront en vigueur le 12 mars pour les personnes qui ont été en contact avec des cas de COVID-19. Les finissants du secondaire auront quant à eux droit à un bal de fin d'année. Les détails avec Jean-François Blanchet.  N.B. : Le masque n'a pas été aboli dans les écoles primaires et secondaires, mais plutôt dans les classes.   Pour en savoir plus : http://rc.ca/SLSn7l ____________________________________________ Abonnez-vous à l’infolettre ICI Québec  https://ici.radio-canada.ca/infolettres/quebec/ ____________________________________________ Suivez ICI Québec sur différentes plateformes Facebook : https://www.facebook.com/iciquebec/  Twitter : https://twitter.com/iciquebec  Instagram : https://www.instagram.com/iciquebec/ TikTok : https://www.tiktok.com/@iciquebec"",,2022-03-11,""ICI Québec"",35,5307";;;;;;
"Marginalisé: réflexions sur l’isolement du Canada dans les relations internationales,https://www.youtube.com/watch?v=cUeBu1bI7VY,""Justin Trudeau avait promis lors de son arrivée au pouvoir, en 2015, que le Canada serait de retour comme acteur important et respecté de la scène internationale. Or, son échec, cinq ans plus tard, à obtenir un siège de membre non permanent au Conseil de sécurité de l’Organisation des Nations unies (ONU) sonna le glas de cet espoir et a fait réaliser à plusieurs que l’influence globale du Canada était plutôt en déclin. Pour ceux et celles qui ont connu l’époque glorieuse d’un Canada largement perçu comme un acteur désintéressé, principal contributeur de Casques bleus dans des situations difficiles et en mesure de bâtir des ponts avec des puissances aux idéologies opposées, la réalité d’aujourd’hui est difficile à accepter.  Dans ce livre, Jean-François Caron (Senior Fellow à l’IPD) explore les raisons qui participent à cet isolement de plus en plus grandissant du Canada en expliquant que la marginalisation internationale du Canada est le résultat de l’effondrement du paradigme dit de la « convergence libérale » né à la fin de la guerre froide et dont le Canada a été au fil du temps un ardent défenseur. Or, avec l’émergence d’un monde désormais organisé de plus en plus par une opposition entre un ordre démocratique et un bloc illibéral organisé autour de l’axe Pékin-Moscou, les orientations du Canada en matière de politique étrangère au cours des 25 dernières années ne peuvent qu’entraîner son effacement global.  Caron et les autres contributeurs à cet ouvrage s’intéressent aux raisons de la marginalisation du Canada sur la scène internationale. Leur intention est aussi de fournir aux lecteurs une analyse plus théorique de l’évolution de l’ordre international post-1991 dans le but d’expliquer ses fondements, comment il s’est manifesté concrètement ainsi que les raisons de son effritement graduel au cours des 20 dernières années.   Panélistes : – Jean-François Caron, professeur agrégé, Université Nazarbayev et Senior Fellow, IPD – Jocelyn Coulon, chercheur, Centre d’études et de recherches internationales, Université de Montréal (CÉRIUM), ancien conseiller politique principal du ministre des Affaires étrangères Stéphane Dion (2016-2017) et membre du conseil consultatif, IPD – Frédéric Boily, professeur titulaire, Campus Saint-Jean, Université de l’Alberta – Louise Blais, ancienne ambassadrice et représentante permanente adjointe du Canada auprès des Nations Unies à New York (2017-21)  ️Modérateur : – Zachary Paikin, chercheur non-résident, IPD et chercheur, Centre for European Policy Studies (Bruxelles)   Commander le livre : https://www.pulaval.com/livres/marginalise-reflexions-sur-l-isolement-du-canada-dans-les-relations-internationales   Suivez-nous: – Site web : https://peacediplomacy.org/ – YouTube : https://www.youtube.com/c/InstituteforPeaceDiplomacy/?sub_confirmation=1 – Twitter : https://twitter.com/Diplomacy_Peace – LinkedIn : https://www.linkedin.com/company/the-institute-for-peace-diplomacy – Facebook : https://www.facebook.com/PeaceDiplomacyOrg – Instagram : https://www.instagram.com/peacediplomacyorg/   Faire un don : https://peacediplomacy.org/donate/"",,2022-08-20,""Institute for Peace & Diplomacy"",4,181";;;;;;
"Coronavirus - Des expert-e-s répondent à vos questions,https://www.youtube.com/watch?v=Vtbl9Dgu_UA,""Séance d'information organisée le 25 février 2020 à Uni Dufour.  Avec la participation de:  Prof. Laurent Kaiser Chef du Centre des maladies virales émergentes, HUG & Faculté de médecine UNIGE Médecin-chef du Service des maladies infectieuses, HUG  Prof. Antoine Flahault Directeur de l'Institut de santé globale de la Faculté de médecine, UNIGE  Prof. Jacques-André Romand Médecin cantonal à la Direction générale de la santé, Département de la sécurité, de l'emploi et de la santé (DSES) Professeur titulaire à la Faculté de médecine de l’UNIGE  Dre Frédérique Jacquérioz Bausch Médecin cheffe de clinique, Service de médecine tropicale et humanitaire, HUG  Dre Pauline Vetter Médecin, Service des maladies infectieuses, HUG  Plus d'infos sur: https://www.unige.ch/batiment/service-steps/actualites/2020/coronavirus/"",""unige université Genève coronavirus virus maladie infection pandemie suisse santé malade médecine médecin covid covid19 civid-19"",2020-02-27,""Université de Genève (UNIGE)"",116,10323";;;;;;
"Comment fonctionnent les virus? | Histoire(s) de virus ,https://www.youtube.com/watch?v=bAVCneEs8QM,""On parle évidemment partout du coronavirus ou Covid-19. Mais au fait, comment ça fonctionne un virus?  Réponses avec Nathalie Jacobs, professeure de Virologie et d'Immunologie à l'Université de Liège.   Notre expert  Nathalie Jacobs est professeure de Virologie et d'Immunologie à l'Université de Liège depuis 2019 (Chargée de cours 2012-2018). Durant son doctorat réalisé sous à l’Université de Liège (Pr. Jacques Boniver) et portant sur l'immunothérapie antitumorale, elle a effectué un séjour de 7 mois à l'Istituto Nazionale dei Tumori de Milan dans le laboratoire d'oncologie expérimentale (Pr. Silvana Canevari). Elle a également étudié la réponse immunitaire induite par le virus de la vaccine lors d’un stage postdoctoral de 2 ans à l'Imperial College de Londres dans le laboratoire du Professeur Geoffrey L Smith.  À son retour en Belgique, elle a obtenu un poste de chercheur qualifié du FNRS en 2006 à l'Université de Liège. Son groupe de recherche a principalement étudié la réponse immunitaire dans les cancers associés à une infection par les papillomavirus humains. Son groupe de recherche a rejoint le laboratoire d’Immunologie cellulaire et moléculaire (Pr Fabrice Bureau) du GIGA en 2014.  Elle s’intéresse maintenant à la réponse immunitaire dans les voies respiratoires.  -----------------------------------------------------------------------------------------------------------------------------------------------------------   Retrouvez aussi Histoire(s) de virus  sur :  Le Facebook RTBF Info ► https://www.facebook.com/rtbfinfo   -----------------------------------------------------------------------------------------------------------------------------------------------------------  Réalisation : Loïc Normant Graphisme : Emine Bergsoj © RTBF 2020   -----------------------------------------------------------------------------------------------------------------------------------------------------------   Pour aller plus loin : Si vous souhaitez lire l’étude de June Dalziel Almeida qui présente les premières photos d’un coronavirus, c’est par ici ️ The Morphology of Three Previously Uncharacterized Human Respiratory Viruses that Grow in Organ Culture (June D. Almeida and D. A. J. Tyrrell)   https://www.microbiologyresearch.org/docserver/fulltext/jgv/1/2/JV0010020175.pdf?expires=1590050348&id=id&accname=guest&checksum=9CF54B678E037DBE67FF6C88A8406CBB    Si vous voulez suivre les activités du GIGA, le Centre interdisciplinaire de recherche biomédicale de l'Université de Liège, c’est ici ️ https://www.giga.uliege.be/cms/c_4113263/fr/giga  Pour découvrir, en (presque) direct, le parcours des différentes souches du SARS-CoV-2 et son arbre généalogique, c’est par ici ️ https://nextstrain.org/ncov/global  Le discours complet de Boris Johnson qui remercie le personnel soignant de la NHS pour avoir veillé sur lui, c’est par-là ️ https://youtu.be/r7bEHorjcIg    -----------------------------------------------------------------------------------------------------------------------------------------------------------   ©️ Crédits illustrations et photos : Getty Belga images The Wellcome Collection - wellcomecollection.org  Musiques : https://www.youtube.com/audiolibrary   #rtbf #rtbfinfo #coronavirus #covid19"",""virus immunologie rtbf rtbf_info virologie coronavirus covid_19 sciences"",2020-05-22,RTBF,282,36451";;;;;;
"Entrevue avec Yann Martel, auteur de «L&#39;Histoire de Pi»,https://www.youtube.com/watch?v=q0EjySMsHFo,""Interview en 2016 de Yann Martel, l'auteur du best-seller mondial «L'Histoire de Pi» (Life of Pi), roman publié en 2001 et qui lui a valu en 2002 le Booker Prize. Martel raconte les répercussions du succès de ce livre. Il raconte le processus de création ayant mené à cette histoire. Il parle de ses autres romans. Il est aussi question dans cette entrevue de son expérience de 4 ans pendant lesquels il a fait parvenir au premier ministre canadien Stephen Harper des livres à lire. D'autres questions abordées durant cet entretien: sa position sur la croyance en Dieu, son installation avec sa famille à Saskatoon, en Saskatchewan. Source : Le 21e, 19 juin 2016 Animateur : Michel Lacombe Pour en savoir plus : https://ici.radio-canada.ca/nouvelle/1925368/yann-martel-litterature-prix-archives"",""ARCHIVES RADIO-CANADA YANN_MARTEL LITTÉRATURE CANADA FRANCOPHONE CANADIEN QUÉBÉCOIS QUÉBEC ÉCRIVAIN ROMAN BOOKER_PRIZE"",2022-10-17,archivesRC,5,149";;;;;;
